current_id,current_name,current_type,current_price,current_stock,current_categories,action,new_category,new_subcategory,new_handle,new_url,new_sku_suggested,watermark_status,tags_use_case,tags_problem,reason,notes,YOU_FILL_watermark_licence_number,YOU_FILL_watermark_certifier,YOU_FILL_watermark_valid_until,YOU_FILL_gtin_or_ean,YOU_FILL_supplier_name,YOU_FILL_decision_override,YOU_FILL_extra_notes,qf_no_description,qf_thin_description,qf_no_attributes,qf_low_images,qf_no_sku,qf_no_gtin,existing_watermark_signal,existing_wels_signal,current_image_count,current_description_length,current_sale_price,old_url_pattern
11733,"Whole House Water Filter | 2 Stage | 10"" x 4.5"" | Washable, Reusable",simple,199.95,10.0,"Water Filters, Whole House",KEEP,water-filters,whole-house,whole-house-water-filter-2-stage-10-x-4-5-washable-reusable,/water-filters/whole-house/whole-house-water-filter-2-stage-10-x-4-5-washable-reusable/,EA-WF-WH-2S-03,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/whole-house-water-filter-2-stage-10-x-4-5-washable-reusable/
3597,Whole House Water Filter | Clear | Carbon | 1 Stage,simple,49.95,,"Water Filters, Whole House",KEEP,water-filters,whole-house,whole-house-water-filter-clear-carbon-1-stage,/water-filters/whole-house/whole-house-water-filter-clear-carbon-1-stage/,EA-WF-WH-1S-03,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:chlorine-and-taste,Whole house filtration system,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/whole-house-water-filter-clear-carbon-1-stage/
3560,Whole House Water Filter | Clear | Sediment | 1 Stage,simple,39.95,,"Water Filters, Whole House",KEEP,water-filters,whole-house,whole-house-water-filter-clear-sediment-1-stage,/water-filters/whole-house/whole-house-water-filter-clear-sediment-1-stage/,EA-WF-WH-1S-02,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/whole-house-water-filter-clear-sediment-1-stage/
4069,"Whole House Water Filter | Clear | Sediment, Carbon | 2 Stage",simple,79.95,,Water Filters,KEEP,water-filters,whole-house,whole-house-water-filter-clear-sediment-carbon-2-stage,/water-filters/whole-house/whole-house-water-filter-clear-sediment-carbon-2-stage/,EA-WF-WH-2S,not_required,"use:whole-home-filtration,use:rural-tank-water","problem:sediment-and-rust,problem:chlorine-and-taste",Whole house filtration system,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/whole-house-water-filter-clear-sediment-carbon-2-stage/
4977,3 Way Kitchen Tap for RO Water Filters - Mixer in Shiny Gold,simple,159.95,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,3-way-kitchen-tap-for-ro-water-filters-mixer-in-shiny-gold,/plumbing/kitchen-taps/3-way-kitchen-tap-for-ro-water-filters-mixer-in-shiny-gold/,EA-PLB-KIT-02,unknown,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,,,YES,YES,YES,,,1,587,129.95,/product/3-way-kitchen-tap-for-ro-water-filters-mixer-in-shiny-gold/
5069,"3 Way Pull Down Spray Tap - Kitchen Mixer in Black, Chrome and Nickel",variable,,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,3-way-pull-down-spray-tap-kitchen-mixer-in-black-chrome-and-nickel,/plumbing/kitchen-taps/3-way-pull-down-spray-tap-kitchen-mixer-in-black-chrome-and-nickel/,EA-PLB-KIT-06,unknown,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,,,YES,YES,YES,,,1,379,,/product/3-way-pull-down-spray-tap-kitchen-mixer-in-black-chrome-and-nickel/
4603,Bathroom Wall Basin Sink Shower Mixer Tap Faucet Round Chrome Bath Spout WELS,simple,58.5,,"Bathroom Taps, Showers",REWRITE,plumbing,kitchen-taps,bathroom-wall-basin-sink-shower-mixer-tap-faucet-round-chrome-bath-spout-wels,/plumbing/kitchen-taps/bathroom-wall-basin-sink-shower-mixer-tap-faucet-round-chrome-bath-spout-wels/,EA-PLB-BTH,not_certified,use:home-drinking-water,,RO filter tap,WaterMark certificate number REQUIRED if certified,,,,,,,,,,YES,YES,YES,YES,,YES,2,870,,/product/bathroom-wall-basin-sink-shower-mixer-tap-faucet-round-chrome-bath-spout-wels/
5194,Deluxe RO Water Filter Tap - NSF Certified Faucet in Polished Chrome,simple,19.95,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,deluxe-ro-water-filter-tap-nsf-certified-faucet-in-polished-chrome,/plumbing/kitchen-taps/deluxe-ro-water-filter-tap-nsf-certified-faucet-in-polished-chrome/,EA-PLB-REV-06,not_certified,use:home-drinking-water,,RO filter tap,WaterMark certificate number REQUIRED if certified,,,,,,,,,YES,,YES,YES,YES,,,1,220,,/product/deluxe-ro-water-filter-tap-nsf-certified-faucet-in-polished-chrome/
4175,Double-Handle Reverse Osmosis Water Filter Tap – RO Kitchen Faucet in Chrome,simple,34.95,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,double-handle-reverse-osmosis-water-filter-tap-ro-kitchen-faucet-in-chrome,/plumbing/kitchen-taps/double-handle-reverse-osmosis-water-filter-tap-ro-kitchen-faucet-in-chrome/,EA-PLB-KIT,unknown,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,YES,,YES,YES,YES,,,1,223,,/product/double-handle-reverse-osmosis-water-filter-tap-ro-kitchen-faucet-in-chrome/
4999,Luxurious 3 Way Tap for RO Water Filters - Kitchen Mixer in Black or Nickel,variable,,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,luxurious-3-way-tap-for-ro-water-filters-kitchen-mixer-in-black-or-nickel,/plumbing/kitchen-taps/luxurious-3-way-tap-for-ro-water-filters-kitchen-mixer-in-black-or-nickel/,EA-PLB-KIT-03,unknown,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,,,YES,YES,YES,,,1,319,,/product/luxurious-3-way-tap-for-ro-water-filters-kitchen-mixer-in-black-or-nickel/
5089,"Premium RO Filter Tap SUS304 - NSF Approved in Black, Nickel and Gold",variable,,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,premium-ro-filter-tap-sus304-nsf-approved-in-black-nickel-and-gold,/plumbing/kitchen-taps/premium-ro-filter-tap-sus304-nsf-approved-in-black-nickel-and-gold/,EA-PLB-REV-05,not_certified,use:home-drinking-water,,RO filter tap,WaterMark certificate number REQUIRED if certified,,,,,,,,,,,YES,YES,YES,,,1,322,,/product/premium-ro-filter-tap-sus304-nsf-approved-in-black-nickel-and-gold/
4173,Premium Water Filter Faucet Tap Reverse Osmosis Drinking RO NSF,simple,59.0,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,premium-water-filter-faucet-tap-reverse-osmosis-drinking-ro-nsf,/plumbing/kitchen-taps/premium-water-filter-faucet-tap-reverse-osmosis-drinking-ro-nsf/,EA-PLB-REV,not_certified,use:home-drinking-water,,RO filter tap,WaterMark certificate number REQUIRED if certified,,,,,,,,YES,,YES,YES,YES,YES,,,1,0,,/product/premium-water-filter-faucet-tap-reverse-osmosis-drinking-ro-nsf/
5059,Pull Down Modern Kitchen Tap - Mixer in Brushed Nickel,simple,129.95,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,pull-down-modern-kitchen-tap-mixer-in-brushed-nickel,/plumbing/kitchen-taps/pull-down-modern-kitchen-tap-mixer-in-brushed-nickel/,EA-PLB-KIT-05,unknown,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,YES,,YES,YES,YES,,,1,216,,/product/pull-down-modern-kitchen-tap-mixer-in-brushed-nickel/
5102,Pull Down Spray Tap - Kitchen Mixer in Brushed Nickel,simple,99.95,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,pull-down-spray-tap-kitchen-mixer-in-brushed-nickel,/plumbing/kitchen-taps/pull-down-spray-tap-kitchen-mixer-in-brushed-nickel/,EA-PLB-KIT-08,unknown,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,YES,,YES,YES,YES,,,1,214,,/product/pull-down-spray-tap-kitchen-mixer-in-brushed-nickel/
5012,"Spring Loaded 3 Way RO Tap - Kitchen Mixer in Black, Chrome and Nickel",variable,,,Kitchen Taps,REWRITE,plumbing,kitchen-taps,spring-loaded-3-way-ro-tap-kitchen-mixer-in-black-chrome-and-nickel,/plumbing/kitchen-taps/spring-loaded-3-way-ro-tap-kitchen-mixer-in-black-chrome-and-nickel/,EA-PLB-KIT-04,unknown,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,,,YES,YES,YES,,,1,432,,/product/spring-loaded-3-way-ro-tap-kitchen-mixer-in-black-chrome-and-nickel/
12265,Tall 29cm Round Basin Mixer Tap in Matte Black or Polished Chrome,variable,,,Bathroom Taps,REWRITE,plumbing,kitchen-taps,tall-29cm-round-basin-mixer-tap-in-matte-black-or-polished-chrome,/plumbing/kitchen-taps/tall-29cm-round-basin-mixer-tap-in-matte-black-or-polished-chrome/,EA-PLB-REV-08,not_certified,use:home-drinking-water,,RO filter tap,WaterMark certificate number REQUIRED if certified,,,,,,,,,,,YES,YES,YES,,,1,1034,,/product/tall-29cm-round-basin-mixer-tap-in-matte-black-or-polished-chrome/
4608,Back to Wall Rimless Dual Flush Ceramic Toilet Suite Soft Close Seat P Trap WELS,simple,265.0,,Toilets,REWRITE,plumbing,toilets,back-to-wall-rimless-dual-flush-ceramic-toilet-suite-soft-close-seat-p-trap-wels,/plumbing/toilets/back-to-wall-rimless-dual-flush-ceramic-toilet-suite-soft-close-seat-p-trap-wels/,EA-PLB-REV-02,unknown,,,Toilet — WaterMark required for sale in AU,"WaterMark certificate number REQUIRED. If supplier cannot provide, CUT this product (legal risk).",,,,,,,,,,YES,YES,YES,YES,,YES,2,853,,/product/back-to-wall-rimless-dual-flush-ceramic-toilet-suite-soft-close-seat-p-trap-wels/
4613,In Wall Concealed Cistern Toilet Rimless floor mount Pan chrome buttons WELS,simple,395.0,,Toilets,REWRITE,plumbing,toilets,in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels,/plumbing/toilets/in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels/,EA-PLB-TLT,unknown,,,Toilet — WaterMark required for sale in AU,"WaterMark certificate number REQUIRED. If supplier cannot provide, CUT this product (legal risk).",,,,,,,,,,YES,,YES,YES,,YES,8,729,,/product/in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels/
4184,"Chemical Dosing Tank with Bunding – Available in 50L, 100L, and 200L",variable,,20.0,Tanks & Bladders,SPLIT,pumps-and-tanks,dosing-tanks,chemical-dosing-tank-with-bunding-available-in-50l-100l-and-200l,/pumps-and-tanks/dosing-tanks/chemical-dosing-tank-with-bunding-available-in-50l-100l-and-200l/,EA-PT-DOSE-50L,not_required,use:commercial-and-cafe,,Dosing tank — split variable into individual SKUs per size + bunding,PRIORITY: Split into separate products by size (50L/100L/200L/300L/500L) and bunding (yes/no). Currently one variable parent.,,,,,,,,,,,,YES,YES,,,4,1339,,/product/chemical-dosing-tank-with-bunding-available-in-50l-100l-and-200l/
3770,COMMERCIAL REVERSE OSMOSIS RO DESALINATION PLANTL RO 3000 LPD / 800 GPD,simple,1180.0,,"Water Filters, Whole House",MERGE,water-filters,commercial,commercial-reverse-osmosis-ro-desalination-plantl-ro-3000-lpd-800-gpd,/water-filters/commercial/commercial-reverse-osmosis-ro-desalination-plantl-ro-3000-lpd-800-gpd/,EA-WF-RO-12,not_required,use:commercial-and-cafe,"problem:fluoride-removal,problem:bacteria-and-pathogens","Commercial RO — keep canonical, merge duplicates","Review duplicates: 500LPH variant, 1500 LPD, two near-identical 3000 LPD listings — keep one canonical 3000 LPD",,,,,,,,,,YES,YES,YES,YES,,,2,1831,,/product/commercial-reverse-osmosis-ro-desalination-plantl-ro-3000-lpd-800-gpd/
12607,"WM 3 Stages 20"" x 4.5"" Triple Big Blue Whole House Water Filter System",simple,1199.95,,Whole House,MERGE,water-filters,whole-house,wm-3-stages-20-x-4-5-triple-big-blue-whole-house-water-filter-system,/water-filters/whole-house/wm-3-stages-20-x-4-5-triple-big-blue-whole-house-water-filter-system/,EA-WF-WH-3S-05,not_required,"use:whole-home-filtration,use:rural-tank-water",problem:sediment-and-rust,Whole house filtration system,"Duplicate of row #182 (WM 3 Stages 20"" x 4.5"" Triple Big Blue Whole House). MERGE — pick best images/description, then delete this product.",,,,,,,,,,YES,,YES,YES,,,3,16228,,/product/wm-3-stages-20-x-4-5-triple-big-blue-whole-house-water-filter-system/
4598,115mm Square Tile Insert 100mm Waste Outlet Floor Drain Shower Grate,simple,52.95,,Showers,CUT,,,,,,,,,Generic plumbing — out of scope,,,,,,,,,,,YES,YES,YES,YES,,,2,760,,/product/115mm-square-tile-insert-100mm-waste-outlet-floor-drain-shower-grate/
4121,"3 Speed Hot Water Circulator Boiler Pump Switch Heating Sys 1"" male/1.5"" female",simple,59.95,,Water Pumps,CUT,,,,,,,,,HVAC circulator pump — not water-systems,,,,,,,,,YES,,YES,YES,YES,YES,,,1,0,,/product/3-speed-hot-water-circulator-boiler-pump-switch-heating-sys-1-male-1-5-female/
4082,4 Stage RODI In line Water Filter Replacement Set with RO Membrane Aquarium fish,simple,64.95,,Fittings & Parts,CUT,,,,,,,,,Aquarium-specific — wrong audience,,,,,,,,,,,YES,YES,YES,YES,,,1,519,,/product/4-stage-rodi-in-line-water-filter-replacement-set-with-ro-membrane-aquarium-fish/
4018,8L Vertical Solar System Water Pressure Tank Expantion Tank /2.13 Gallons,simple,50.0,,Tanks & Bladders,CUT,,,,,,,,,"8L solar tank — too narrow, low value",,,,,,,,,,,YES,YES,YES,YES,,,1,673,,/product/8l-vertical-solar-system-water-pressure-tank-expantion-tank-2-13-gallons/
5165,"Aquarium Fish Tank Carbon - Activated Carbon Filter - 500g, 1KG, 2KG, 3KG, 5KG, 25KG",variable,,,Filter Cartridges,CUT,,,,,,,,,Aquarium-specific — wrong audience,,,,,,,,,,,,YES,YES,YES,,,1,395,,/product/aquarium-fish-tank-carbon-activated-carbon-filter-500g-1kg-2kg-3kg-5kg-25kg/
4668,Bathroom Sink Pop-Up Waste with Overflow – Polished Chrome Finish,simple,19.95,,Bathroom Accessories,CUT,,,,,,,,,Decorative bathroom hardware,,,,,,,,,,,,YES,YES,YES,,,1,600,,/product/bathroom-sink-pop-up-waste-with-overflow-polished-chrome-finish/
4673,Ceramic Counter Top Wash Sink Rectangle Glossy White 50 cm Washbasin Bathroom,simple,129.0,,Basins,CUT,,,,,,,,,Basin — out of scope,,,,,,,,,,,YES,YES,YES,YES,,,1,2704,,/product/ceramic-counter-top-wash-sink-rectangle-glossy-white-50-cm-washbasin-bathroom/
4677,Counter top basin High Quality Modern Luxury CE Sink Simple Single Hand Wash Art,simple,119.0,,Basins,CUT,,,,,,,,,Basin — out of scope,,,,,,,,,,,YES,YES,YES,YES,,,1,744,,/product/counter-top-basin-high-quality-modern-luxury-ce-sink-simple-single-hand-wash-art/
3438,Digital Meter TDS Tester Aquarium Pool SPA Hydroponic Water Monitor DA,simple,24.95,10.0,Fittings & Parts,CUT,,,,,,,,,Aquarium-specific — wrong audience,,,,,,,,,,YES,YES,,YES,YES,,,4,145,,/product/digital-meter-tds-tester-aquarium-pool-spa-hydroponic-water-monitor-da/
3429,Digital PH Meter + TDS Tester Analysis Monitor for Aquarium Pool R1BO,simple,144.95,4.0,Fittings & Parts,CUT,,,,,,,,,Aquarium-specific — wrong audience,,,,,,,,,,YES,YES,,YES,YES,,,3,144,,/product/digital-ph-meter-plus-tds-tester-analysis-monitor-for-aquarium-pool-r1bo/
4683,Good Quality Rectangle Vitreous Vessel Bathroom Sink White,simple,145.0,,Basins,CUT,,,,,,,,,Basin — out of scope,,,,,,,,,,,YES,YES,YES,YES,,,1,2625,,/product/good-quality-rectangle-vitreous-vessel-bathroom-sink-white/
4115,ID 8mm 5M Plastic Clear PVC Hose Pipe Tube Air Water Food Home Washer,simple,24.95,,Fittings & Parts,CUT,,,,,,,,,Generic non-water-systems hose,,,,,,,,,,,YES,YES,YES,YES,,,1,707,,/product/id-8mm-5m-plastic-clear-pvc-hose-pipe-tube-air-water-food-home-washer/
4590,Smart LED Bathroom Mirror - Circle,simple,99.95,,Mirrors,CUT,,,,,,,,,Mirror — out of scope,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/smart-led-bathroom-mirror-circle/
4583,Smart LED Bathroom Mirror - Oval,variable,,,Mirrors,CUT,,,,,,,,,Mirror — out of scope,,,,,,,,,YES,,,YES,YES,YES,,,2,0,,/product/smart-led-bathroom-mirror-oval/
4647,Vanity cabinet + Stone Basin Top PVC White (Tap Drainage Not Inc) 1200 mm F.S,simple,835.0,,Cabinets,CUT,,,,,,,,,Cabinet — out of scope,,,,,,,,,,,YES,,YES,YES,,,3,537,,/product/vanity-cabinet-plus-stone-basin-top-pvc-white-tap-drainage-not-inc-1200-mm-f-s/
4654,Vanity cabinet + Stone Basin Top PVC White (Tap Drainage Not Inc) 1200 mm F.S,simple,795.0,,Cabinets,CUT,,,,,,,,,Cabinet — out of scope,,,,,,,,,,,YES,,YES,YES,,,7,536,,/product/vanity-cabinet-plus-stone-basin-top-pvc-white-tap-drainage-not-inc-1200-mm-f-s/
4663,Vanity cabinet+ceramic Basin Top Whit Finish PVC (Tap Drainage Not Inc) 60cm F.S,simple,399.0,,Cabinets,CUT,,,,,,,,,Cabinet — out of scope,,,,,,,,,,,YES,YES,YES,YES,,,2,577,,/product/vanity-cabinet-plus-ceramic-basin-top-whit-finish-pvc-tap-drainage-not-inc-60cm/
12297,Wall-Mounted Round Towel Ring in Polished Chrome,simple,39.95,,Bathroom Accessories,CUT,,,,,,,,,Decorative bathroom hardware,,,,,,,,,,,,YES,YES,YES,,,1,1047,,/product/wall-mounted-round-towel-ring-in-polished-chrome/
12300,Wall-Mounted Toilet Paper Holder with Cover in Polished Chrome,simple,44.95,,Bathroom Accessories,CUT,,,,,,,,,Decorative bathroom hardware,,,,,,,,,,,,YES,YES,YES,,,1,976,,/product/wall-mounted-toilet-paper-holder-with-cover-in-polished-chrome/
12303,Wall-Mounted Towel & Robe Hook in Polished Chrome,simple,29.95,,Bathroom Accessories,CUT,,,,,,,,,Decorative bathroom hardware,,,,,,,,,,,,YES,YES,YES,,,1,1042,,/product/wall-mounted-towel-and-robe-hook-in-polished-chrome/
